"","PID","HHID","Sex","Ethnicity","Age","BMI","Grip","Religion","ReligionPublic","ReligionPrivate","GodInequality","EducationYears","PeaceVote","AbortionLegal","QueerMarriageOK","DrugsLegal","GiveOther","LeaveOther","ReduceOther","ChildrenAlive","hh_wealth","RelPub","RelPri","GodIneq","community"
"93","ZZQ","AHT","F","AFROCOLOMBIAN",23.3333333333333,25.7166047246785,"26.325","EVANGELICAL","AFEWTIMESPERWEEK","EVERYDAY","YES",9,"DISAGREE","DISAGREE","DISAGREE","AGREE",9,25,0,2,2462,1,1,1,"coastal"
"94","FUT","HF3","M","EMBERA",23.9166666666667,25.4934210526316,"36.075","NONE","NEVER","NEVER","UNKNOWN",10,"AGREE","AGREE","DISAGREE","DISAGREE",NA,NA,NA,1,1480,2,2,2,"coastal"
"95","KE0","RTT","F","AFROCOLOMBIAN",30.1666666666667,33.892781489327,"26.55","CATHOLIC","ONCEPERWEEK","EVERYDAY","NO",15,"AGREE","AGREE","AGREE","AGREE",NA,NA,NA,1,10077,1,1,2,"coastal"
"96","QVY","DUZ","M","AFROCOLOMBIAN",55.1666666666667,27.0163363790989,"30.625","EVANGELICAL","MORETHANONCEPERWEEK","AFEWTIMESPERWEEK","YES",1,"DISAGREE","DISAGREE","DISAGREE","DONTKNOW",NA,NA,NA,3,15880,1,2,1,"coastal"
"97","N64","GYQ","M","AFROCOLOMBIAN",24.5833333333333,25.003302946228,"44.8","CATHOLIC","AFEWTIMESPERYEAR","AFEWTIMESPERWEEK","YES",6,"AGREE","AGREE","DISAGREE","DISAGREE",NA,NA,NA,0,1323,2,2,1,"coastal"
"98","W90","MT4","M","AFROCOLOMBIAN",31.4166666666667,20.985049383831,"20.55","SPIRITUAL","AFEWTIMESPERYEAR","AFEWTIMESPERWEEK","YES",8,"AGREE","DISAGREE","DISAGREE","AGREE",NA,NA,NA,2,4620,2,2,1,"coastal"
"99","CV9","NKA","M","AFROCOLOMBIAN",23.5,22.8615311909263,"47.325","EVANGELICAL","AFEWTIMESPERMONTH","EVERYDAY","YES",7,"DONTKNOW","DISAGREE","DISAGREE","DISAGREE",NA,NA,NA,0,9581,2,1,1,"coastal"
"100","FGN","WPW","F","AFROCOLOMBIAN",23,24.1510186115656,"21.225","CHRISTIAN","AFEWTIMESPERWEEK","EVERYDAY","YES",14,"AGREE","DISAGREE","DISAGREE","DISAGREE",NA,NA,NA,0,16130,1,1,1,"coastal"
"101","Y15","TNN","F","EMBERA",62.9166666666667,24.2421475529584,"25.525","NONE","NEVER","EVERYDAY","YES",0,"AGREE","DISAGREE","DISAGREE","DISAGREE",NA,NA,NA,10,80,2,1,1,"coastal"
"102","SSD","TNN","M","EMBERA",62.3333333333333,24.2878013148283,"22.3","NONE","NEVER","AFEWTIMESPERWEEK","NO",0,"AGREE","DISAGREE","DISAGREE","DISAGREE",NA,NA,NA,10,80,2,2,2,"coastal"
"103","TUE","VJR","M","AFROCOLOMBIAN",34.1666666666667,30.0759777318721,"46.875","NONE","AFEWTIMESPERYEAR","AFEWTIMESPERMONTH","DONTKNOW",3,"AGREE","DISAGREE","DONTKNOW","DISAGREE",NA,NA,NA,2,25270,2,2,2,"coastal"
"104","X58","MC0","F","AFROCOLOMBIAN",19.5833333333333,27.3593975324467,"24.05","NONE","NEVER","NEVER","NO",9,"DISAGREE","AGREE","AGREE","DISAGREE",NA,NA,NA,1,6872,2,2,2,"coastal"
"105","KJ2","KN7","F","AFROCOLOMBIAN",33.25,30.8596318211703,"21.4","CATHOLIC","AFEWTIMESPERWEEK","NEVER","NO",2,"AGREE","AGREE","AGREE","DISAGREE",NA,NA,NA,3,720,1,2,2,"coastal"
"106","Q0Z","SAY","F","EMBERA",26.6666666666667,22.7220139756583,"25.75","NONE","NEVER","NEVER","DONTKNOW",0,"DONTKNOW","DISAGREE","AGREE","DISAGREE",NA,NA,NA,2,220,2,2,2,"coastal"
"107","K3V","SAY","M","EMBERA",28,24.9740824004939,"40.225","NONE","NEVER","NEVER","NO",0,"AGREE","DISAGREE","AGREE","DISAGREE",NA,NA,NA,2,220,2,2,2,"coastal"
"108","YBV","WPW","M","AFROCOLOMBIAN",64,24.7611053719008,"23.175","CATHOLIC","AFEWTIMESPERMONTH","AFEWTIMESPERWEEK","DONTKNOW",3,"AGREE","DISAGREE","DISAGREE","AGREE",NA,NA,NA,11,16130,2,2,2,"coastal"
"109","WT6","E8V","F","AFROCOLOMBIAN",45.5,19.9652777777778,"32.05","NONE","AFEWTIMESPERMONTH","EVERYDAY","NO",1,"AGREE","DISAGREE","DISAGREE","AGREE",NA,NA,NA,4,3120,2,1,2,"coastal"
"110","HE7","EX4","M","AFROCOLOMBIAN",25.6666666666667,25.3069320474676,"52.4","NONE","AFEWTIMESPERMONTH","EVERYDAY","NO",5,"AGREE","DISAGREE","DISAGREE","DISAGREE",NA,NA,NA,0,9525,2,1,2,"coastal"
"111","M9X","KN7","M","AFROCOLOMBIAN",36.6666666666667,27.0251888434551,"39.175","SPIRITUAL","AFEWTIMESPERYEAR","AFEWTIMESPERMONTH","DONTKNOW",5,"DONTKNOW","DISAGREE","DISAGREE","DISAGREE",NA,NA,NA,3,720,2,2,2,"coastal"
"112","X2C","R9R","M","AFROEMBERA",18.4166666666667,25.4934210526316,"31.741325136612","CHRISTIAN","AFEWTIMESPERYEAR","AFEWTIMESPERMONTH","YES",9,"AGREE","DISAGREE","DISAGREE","DISAGREE",NA,NA,NA,0,17720,2,2,1,"coastal"
"113","HGH","JJP","M","AFROCOLOMBIAN",47.75,23.1849147502729,"30.575","CATHOLIC","ONCEPERWEEK","EVERYDAY","NO",6,"AGREE","DISAGREE","DISAGREE","DISAGREE",NA,NA,NA,6,3820,1,1,2,"coastal"
"114","ME6","AN7","F","EMBERA",42.8333333333333,25.9183673469388,"18.9","NONE","NEVER","NEVER","UNKNOWN",0,"DONTKNOW","AGREE","DISAGREE","DONTKNOW",NA,NA,NA,5,310,2,2,2,"coastal"
"115","T0N","T2Z","F","EMBERA",39.5833333333333,25.3421940091252,"23.5","NONE","NEVER","NEVER","NO",0,"DONTKNOW","DISAGREE","AGREE","DISAGREE",NA,NA,NA,8,4130,2,2,2,"coastal"
"116","G2Y","MC0","M","AFROCOLOMBIAN",22.75,25.1278305332359,"70.425","CHRISTIAN","AFEWTIMESPERYEAR","NEVER","NO",7,"DONTKNOW","DISAGREE","DISAGREE","AGREE",NA,NA,NA,2,6872,2,2,2,"coastal"
"117","Y9Y","N87","F","AFROCOLOMBIAN",19.0833333333333,21.8741347256833,"23.125","CATHOLIC","AFEWTIMESPERYEAR","EVERYDAY","NO",10,"DISAGREE","DONTKNOW","DONTKNOW","DISAGREE",NA,NA,NA,2,2020,2,1,2,"coastal"
"118","A19","STP","M","MESTIZO",47.1666666666667,27.3967383020881,"36.325","CATHOLIC","AFEWTIMESPERMONTH","EVERYDAY","YES",11,"AGREE","DISAGREE","DISAGREE","DISAGREE",15,72,0,3,22430,2,1,1,"lowland"
"119","A1J","BA6","F","AFROCOLOMBIAN",67.9166666666667,18.7304890738814,"17.95","CATHOLIC","AFEWTIMESPERMONTH","AFEWTIMESPERWEEK","NO",2,"AGREE","DISAGREE","DISAGREE","DISAGREE",17,6,0,10,10393,2,2,2,"lowland"
"120","AGQ","MJX","M","EMBERA",26.0833333333333,25.9697567389875,"37.575","CATHOLIC","AFEWTIMESPERMONTH","EVERYDAY","NO",3,"AGREE","DISAGREE","DISAGREE","DISAGREE",15,18,0,2,830,2,1,2,"lowland"
"121","AGT","TRZ","M","MESTIZO",38.3333333333333,29.1650151935526,"60.1","NONE","NEVER","NEVER","NO",7,"DISAGREE","DISAGREE","DISAGREE","DISAGREE",18,145,0,6,25610,2,2,2,"lowland"
"122","AJW","BHJ","F","AFROCOLOMBIAN",57.75,33.8198647205411,"25.05","CATHOLIC","ONCEPERWEEK","EVERYDAY","YES",11,"AGREE","DISAGREE","DISAGREE","DISAGREE",17,0,0,4,3850,1,1,1,"lowland"
"123","ASY","BPA","F","EMBERA",26.25,23.2285197320162,"26.025","NONE","ONCEPERWEEK","EVERYDAY","YES",3,"DONTKNOW","DISAGREE","DONTKNOW","DISAGREE",17,77,0,4,350,1,1,1,"lowland"
"124","AZE","WSC","F","AFROCOLOMBIAN",60.1666666666667,30.9140330236521,"28.05","CATHOLIC","ONCEPERWEEK","EVERYDAY","YES",5,"AGREE","DISAGREE","AGREE","DISAGREE",17,150,0,4,7520,1,1,1,"lowland"
"125","B5X","JV3","M","AFROCOLOMBIAN",88.75,20.956607495069,"9.15","NONE","NEVER","EVERYDAY","YES",5,"AGREE","DISAGREE","DISAGREE","DISAGREE",20,81,0,4,3760,2,1,1,"lowland"
"126","C3P","PCW","F","AFROCOLOMBIAN",31.25,34.7866419294991,"32.275","NONE","AFEWTIMESPERMONTH","AFEWTIMESPERWEEK","YES",7,"AGREE","DISAGREE","DONTKNOW","DISAGREE",10,50,0,5,3620,2,2,1,"lowland"
"127","C8A","VPT","F","AFROCOLOMBIAN",26.0833333333333,22.0703125,"22.85","CATHOLIC","AFEWTIMESPERMONTH","EVERYDAY","YES",11,"DISAGREE","DISAGREE","DISAGREE","DISAGREE",19,38,2,0,3990,2,1,1,"lowland"
"128","CAQ","RMA","M","AFROCOLOMBIAN",36.5,24.1975308641975,"69.625","NONE","AFEWTIMESPERYEAR","EVERYDAY","YES",4,"AGREE","DISAGREE","AGREE","DISAGREE",10,73,1,1,1530,2,1,1,"lowland"
"129","CFR","QNG","F","EMBERA",49.8333333333333,23.0102040816327,"17.575","NONE","AFEWTIMESPERMONTH","EVERYDAY","YES",0,"DONTKNOW","DONTKNOW","DONTKNOW","DONTKNOW",20,122,0,4,90,2,1,1,"lowland"
"130","CK7","ZDG","F","AFROCOLOMBIAN",35.0833333333333,24.2274603603256,"33.3","NONE","AFEWTIMESPERYEAR","EVERYDAY","NO",14,"AGREE","DISAGREE","DISAGREE","DISAGREE",19,115,0,2,6130,2,1,2,"lowland"
"131","CNS","RND","F","MESTIZO",65.6666666666667,27.6020408163265,"16.25","CATHOLIC","ONCEPERWEEK","EVERYDAY","YES",1,"AGREE","DISAGREE","DISAGREE","DISAGREE",17,98,0,5,1820,1,1,1,"lowland"
"132","CRM","NVT","F","AFROCOLOMBIAN",61.1666666666667,34.8651120256058,"24.075","CATHOLIC","MORETHANONCEPERWEEK","EVERYDAY","YES",5,"DONTKNOW","DISAGREE","DONTKNOW","DISAGREE",16,100,0,4,6250,1,1,1,"lowland"
"133","CRN","XAE","M","AFROCOLOMBIAN",66.1666666666667,25.2597814828427,"24","CATHOLIC","ONCEPERWEEK","AFEWTIMESPERWEEK","YES",0,"AGREE","DISAGREE","DISAGREE","DISAGREE",16,75,1,18,4130,1,2,1,"lowland"
"134","CZE","CH2","F","AFROCOLOMBIAN",69.1666666666667,21.9428007889546,"25.45","NONE","ONCEPERWEEK","EVERYDAY","NO",0,"DISAGREE","DISAGREE","DISAGREE","DISAGREE",18,83,0,5,3190,1,1,2,"lowland"
"135","D3H","PWK","F","AFROCOLOMBIAN",70.3333333333333,31.3048961758479,"22.175","CATHOLIC","AFEWTIMESPERYEAR","EVERYDAY","DONTKNOW",5,"DONTKNOW","DISAGREE","DISAGREE","DISAGREE",5,65,0,7,15430,2,1,2,"lowland"
"136","D7G","AZJ","M","AFROCOLOMBIAN",49.9166666666667,22.0761245674741,"51.95","CATHOLIC","AFEWTIMESPERYEAR","EVERYDAY","NO",1,"AGREE","DISAGREE","DONTKNOW","DONTKNOW",5,49,0,4,4350,2,1,2,"lowland"
"137","D88","VC0","M","AFROCOLOMBIAN",76.9166666666667,22.4323025156225,"27.15","CATHOLIC","AFEWTIMESPERYEAR","EVERYDAY","YES",2,"AGREE","DISAGREE","DISAGREE","DISAGREE",14,101,3,6,630,2,1,1,"lowland"
"138","E09","VPT","F","AFROCOLOMBIAN",22.9166666666667,33.7982014936747,"21.1","CATHOLIC","AFEWTIMESPERMONTH","EVERYDAY","YES",11,"AGREE","DISAGREE","DISAGREE","DISAGREE",20,133,1,1,3990,2,1,1,"lowland"
"139","E22","SHE","F","AFROCOLOMBIAN",18.6666666666667,24.4493754109139,"25.45","CATHOLIC","AFEWTIMESPERYEAR","AFEWTIMESPERWEEK","YES",11,"AGREE","AGREE","AGREE","AGREE",7,28,0,0,5040,2,2,1,"lowland"
"140","ED1","R3P","F","EMBERA",25.75,24.64664755294,"20.35","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"DONTKNOW","DONTKNOW","DONTKNOW","DONTKNOW",19,112,0,4,30,2,2,2,"lowland"
"141","ETK","T34","F","AFROCOLOMBIAN",27.3333333333333,33.1589446347247,"26.05","CATHOLIC","AFEWTIMESPERYEAR","AFEWTIMESPERMONTH","YES",11,"AGREE","DISAGREE","AGREE","DISAGREE",13,0,1,4,5420,2,2,1,"lowland"
"142","EV5","FTF","F","AFROCOLOMBIAN",67.75,17.6568623034998,"12.675","CATHOLIC","AFEWTIMESPERMONTH","NEVER","YES",0,"AGREE","DISAGREE","DISAGREE","DISAGREE",10,1,0,6,60,2,2,1,"lowland"
"143","F32","CPH","F","AFROCOLOMBIAN",45.3333333333333,26.4970454288833,"24.75","NONE","AFEWTIMESPERYEAR","EVERYDAY","YES",5,"AGREE","DISAGREE","DISAGREE","DISAGREE",10,135,0,3,12430,2,1,1,"lowland"
"144","F60","GRD","F","EMBERA",29.8333333333333,27.5986999840162,"19.9","CATHOLIC","ONCEPERWEEK","EVERYDAY","YES",2,"AGREE","DONTKNOW","DISAGREE","DONTKNOW",18,39,0,3,2880,1,1,1,"lowland"
"145","FBD","CPH","M","AFROCOLOMBIAN",55.8333333333333,26.6965009066008,"47.7","CATHOLIC","AFEWTIMESPERYEAR","EVERYDAY","YES",5,"AGREE","DISAGREE","DISAGREE","DISAGREE",16,146,4,3,12430,2,1,1,"lowland"
"146","FEE","WRW","M","AFROCOLOMBIAN",30.1666666666667,23.9376717226843,"47.85","NONE","AFEWTIMESPERYEAR","EVERYDAY","YES",17,"AGREE","DISAGREE","DISAGREE","AGREE",15,150,0,5,4831,2,1,1,"lowland"
"147","G6E","ZMQ","F","EMBERA",58.8333333333333,22.4494649227111,"19.2","CATHOLIC","AFEWTIMESPERMONTH","EVERYDAY","YES",0,"DONTKNOW","DONTKNOW","DONTKNOW","DONTKNOW",19,66,0,8,210,2,1,1,"lowland"
"148","GDP","CF9","F","AFROCOLOMBIAN",56.5,29.7441375771096,"26.225","CATHOLIC","AFEWTIMESPERMONTH","EVERYDAY","YES",3,"AGREE","DISAGREE","DISAGREE","DISAGREE",18,82,15,6,4810,2,1,1,"lowland"
"149","GS3","STP","F","AFROCOLOMBIAN",36.5,33.6105988181716,"27.5","CATHOLIC","ONCEPERWEEK","EVERYDAY","DONTKNOW",13,"AGREE","DISAGREE","DISAGREE","DISAGREE",9,58,6,3,22430,1,1,2,"lowland"
"150","GYG","SNX","F","AFROCOLOMBIAN",33.0833333333333,21.9363474122546,"30","NONE","AFEWTIMESPERYEAR","EVERYDAY","YES",11,"AGREE","DISAGREE","AGREE","DISAGREE",10,5,0,5,1542,2,1,1,"lowland"
"151","H1H","FFK","F","AFROCOLOMBIAN",51.6666666666667,35.7564513408669,"33.5","CATHOLIC","ONCEPERWEEK","EVERYDAY","YES",3,"DONTKNOW","DISAGREE","DONTKNOW","AGREE",19,144,0,3,3455,1,1,1,"lowland"
"152","H71","VC0","F","AFROCOLOMBIAN",39.9166666666667,28.4341496647424,"16.675","CATHOLIC","MORETHANONCEPERWEEK","EVERYDAY","YES",5,"DONTKNOW","DISAGREE","DISAGREE","DONTKNOW",13,131,0,8,630,1,1,1,"lowland"
"153","H8T","TFU","M","AFROCOLOMBIAN",62.4166666666667,27.6096673391084,"29.475","CATHOLIC","AFEWTIMESPERMONTH","EVERYDAY","YES",6,"AGREE","DISAGREE","DISAGREE","DISAGREE",16,121,0,4,4830,2,1,1,"lowland"
"154","HAS","BPA","M","EMBERA",24.5,22.127114449588,"39.275","CATHOLIC","AFEWTIMESPERYEAR","AFEWTIMESPERWEEK","YES",11,"DONTKNOW","DISAGREE","AGREE","DISAGREE",16,49,1,4,350,2,2,1,"lowland"
"155","HNS","HXQ","F","AFROCOLOMBIAN",64.25,31.5574244820802,"21.4","CATHOLIC","ONCEPERWEEK","EVERYDAY","NO",0,"AGREE","DISAGREE","DISAGREE","DISAGREE",13,104,1,1,4830,1,1,2,"lowland"
"156","HXU","XCK","M","AFROCOLOMBIAN",61.5,23.8330046022354,"34.525","CATHOLIC","AFEWTIMESPERYEAR","EVERYDAY","YES",0,"AGREE","DISAGREE","DISAGREE","DISAGREE",19,72,0,6,2830,2,1,1,"lowland"
"157","J1N","NUZ","F","AFROCOLOMBIAN",42.0833333333333,25.292634273025,"38.225","NONE","NEVER","EVERYDAY","YES",15,"DISAGREE","AGREE","AGREE","DONTKNOW",18,149,3,5,4450,2,1,1,"lowland"
"158","JAM","WRW","F","MESTIZO",24.8333333333333,26.1593341260404,"22.8","CHRISTIAN","NEVER","AFEWTIMESPERWEEK","YES",11,"DISAGREE","AGREE","AGREE","AGREE",13,26,0,2,4831,2,2,1,"lowland"
"159","JFJ","TH5","F","AFROCOLOMBIAN",28,33.6171813549468,"28.875","CATHOLIC","AFEWTIMESPERYEAR","EVERYDAY","NO",13,"DISAGREE","AGREE","AGREE","AGREE",10,150,0,0,16030,2,1,2,"lowland"
"160","JSP","TEC","M","EMBERA",56.9166666666667,22.1292611865002,"24.15","CATHOLIC","AFEWTIMESPERMONTH","EVERYDAY","YES",0,"DONTKNOW","DISAGREE","AGREE","DISAGREE",19,83,2,5,30,2,1,1,"lowland"
"161","JVY","FTF","M","AFROCOLOMBIAN",28.75,23.3138790924128,"43.125","CATHOLIC","AFEWTIMESPERYEAR","NEVER","NO",6,"AGREE","DISAGREE","DISAGREE","AGREE",7,23,0,0,60,2,2,2,"lowland"
"162","K3W","FED","M","AFROCOLOMBIAN",26.1666666666667,24.4388858842618,"63.65","NONE","NEVER","EVERYDAY","YES",15,"AGREE","AGREE","AGREE","DISAGREE",20,149,0,0,71630,2,1,1,"lowland"
"163","K7R","TH5","M","MESTIZO",22.6666666666667,27.1832474567314,"38.875","CATHOLIC","NEVER","AFEWTIMESPERWEEK","YES",9,"AGREE","AGREE","AGREE","AGREE",20,0,0,0,16030,2,2,1,"lowland"
"164","KGA","YMX","F","AFROCOLOMBIAN",31.75,21.0395573789002,"25.45","NONE","AFEWTIMESPERYEAR","EVERYDAY","YES",3,"AGREE","DISAGREE","DONTKNOW","DISAGREE",14,58,0,7,6180,2,1,1,"lowland"
"165","KKA","R0N","M","AFROCOLOMBIAN",75.4166666666667,24.4389202058751,"43.325","CATHOLIC","ONCEPERWEEK","EVERYDAY","YES",0,"AGREE","DISAGREE","DISAGREE","DISAGREE",18,28,1,9,2035,1,1,1,"lowland"
"166","KMT","VPT","F","AFROCOLOMBIAN",47.8333333333333,31.5581854043392,"28.625","CATHOLIC","ONCEPERWEEK","EVERYDAY","YES",5,"DISAGREE","DISAGREE","DISAGREE","DISAGREE",14,47,0,5,3990,1,1,1,"lowland"
"167","KU1","WFD","F","AFROCOLOMBIAN",36.75,25.3936230867067,"26.8","NONE","AFEWTIMESPERYEAR","EVERYDAY","DONTKNOW",6,"AGREE","DISAGREE","AGREE","DISAGREE",14,125,0,3,7535,2,1,2,"lowland"
"168","KUK","SAT","M","AFROCOLOMBIAN",69.25,24.8240607821855,"47","CATHOLIC","NEVER","EVERYDAY","YES",0,"AGREE","DISAGREE","DISAGREE","DISAGREE",18,150,0,4,3165,2,1,1,"lowland"
"169","MC7","JZQ","F","AFROCOLOMBIAN",39.5833333333333,34.006243496358,"38.675","CATHOLIC","AFEWTIMESPERYEAR","AFEWTIMESPERWEEK","YES",1,"AGREE","DISAGREE","AGREE","DISAGREE",18,35,0,5,5230,2,2,1,"lowland"
"170","MCC","KUX","F","AFROCOLOMBIAN",52.3333333333333,33.1047912694227,"37.9","NONE","AFEWTIMESPERMONTH","EVERYDAY","YES",5,"AGREE","DISAGREE","AGREE","DISAGREE",0,35,10,6,5210,2,1,1,"lowland"
"171","MP1","JV3","F","AFROCOLOMBIAN",63.5833333333333,20.0624349635796,"26.825","CATHOLIC","AFEWTIMESPERMONTH","AFEWTIMESPERWEEK","YES",5,"AGREE","DISAGREE","AGREE","DISAGREE",19,23,2,3,3760,2,2,1,"lowland"
"172","MTY","AC9","M","AFROCOLOMBIAN",65.4166666666667,23.7228106518761,"39.575","NONE","AFEWTIMESPERYEAR","EVERYDAY","YES",2,"AGREE","AGREE","AGREE","AGREE",19,3,7,4,3080,2,1,1,"lowland"
"173","N06","ZHH","F","AFROCOLOMBIAN",18.6666666666667,24.819197896121,"17.35","CATHOLIC","AFEWTIMESPERYEAR","EVERYDAY","NO",9,"DISAGREE","DISAGREE","AGREE","AGREE",13,55,0,1,13230,2,1,2,"lowland"
"174","N49","CPH","F","AFROCOLOMBIAN",27.8333333333333,21.9859777472946,"28.175","CHRISTIAN","AFEWTIMESPERMONTH","AFEWTIMESPERWEEK","DONTKNOW",14,"DISAGREE","DISAGREE","DISAGREE","DISAGREE",19,136,0,1,12430,2,2,2,"lowland"
"175","NA9","FXG","F","AFROCOLOMBIAN",53.75,23.4468702937171,"23.35","CATHOLIC","ONCEPERWEEK","EVERYDAY","YES",1,"DISAGREE","DISAGREE","AGREE","DISAGREE",18,84,0,5,5130,1,1,1,"lowland"
"176","NCD","K87","F","AFROCOLOMBIAN",68.25,33.2342203319658,"23.45","NONE","ONCEPERWEEK","EVERYDAY","YES",1,"AGREE","DISAGREE","DISAGREE","DISAGREE",20,23,6,2,3540,1,1,1,"lowland"
"177","NE0","KGH","F","AFROCOLOMBIAN",34.6666666666667,25.7631978411199,"23.025","EVANGELICAL","MORETHANONCEPERWEEK","EVERYDAY","YES",13,"DISAGREE","DISAGREE","DISAGREE","DISAGREE",20,33,0,2,12330,1,1,1,"lowland"
"178","NG9","KCG","M","AFROCOLOMBIAN",89,23.7737839263256,"21.725","CATHOLIC","NEVER","EVERYDAY","YES",1,"AGREE","DISAGREE","DISAGREE","DISAGREE",15,150,0,3,420,2,1,1,"lowland"
"179","NQ5","AC9","F","AFROCOLOMBIAN",61.3333333333333,25.3799962469507,"17.975","CATHOLIC","ONCEPERWEEK","EVERYDAY","YES",3,"AGREE","AGREE","DISAGREE","DISAGREE",20,151,15,4,3080,1,1,1,"lowland"
"180","NRM","SUQ","M","AFROCOLOMBIAN",73.6666666666667,26.4380708219837,"28.65","JEHOVAHS WITNESS","AFEWTIMESPERMONTH","EVERYDAY","YES",2,"AGREE","DISAGREE","DISAGREE","DISAGREE",15,113,0,13,2140,2,1,1,"lowland"
"181","NTK","TCM","M","AFROCOLOMBIAN",54.6666666666667,19.2743764172336,"39.175","CATHOLIC","AFEWTIMESPERYEAR","EVERYDAY","YES",5,"AGREE","DISAGREE","DISAGREE","DISAGREE",16,135,6,7,5230,2,1,1,"lowland"
"182","NX0","PCC","F","AFROCOLOMBIAN",77.3333333333333,30.5559587748585,"16.375","CATHOLIC","AFEWTIMESPERMONTH","EVERYDAY","DONTKNOW",0,"AGREE","DISAGREE","DISAGREE","DISAGREE",10,8,0,7,1530,2,1,2,"lowland"
"183","P3N","ZFK","M","AFROCOLOMBIAN",31.75,19.7551020408163,"45.9","NONE","AFEWTIMESPERYEAR","EVERYDAY","YES",0,"DONTKNOW","DISAGREE","AGREE","AGREE",12,2,0,6,30,2,1,1,"lowland"
"184","PAK","CP1","F","AFROCOLOMBIAN",20.1666666666667,20.177197180366,"32.075","CATHOLIC","AFEWTIMESPERMONTH","EVERYDAY","YES",11,"DISAGREE","AGREE","AGREE","DISAGREE",3,6,0,1,11030,2,1,1,"lowland"
"185","Q1P","B2X","F","AFROCOLOMBIAN",32.4166666666667,26.1479591836735,"29.925","NONE","AFEWTIMESPERYEAR","EVERYDAY","YES",1,"AGREE","DISAGREE","DISAGREE","DISAGREE",13,120,0,5,3330,2,1,1,"lowland"
"186","Q6C","BZ3","F","AFROCOLOMBIAN",41.75,36.1842105263158,"31.75","CATHOLIC","AFEWTIMESPERYEAR","EVERYDAY","YES",6,"DISAGREE","DISAGREE","DISAGREE","DISAGREE",18,15,2,9,13540,2,1,1,"lowland"
